,main_style,brewery_name,beer_style,beer_name,beer_abv,cluster,avg_review_overall_p_style_p_group,avg_review_aroma_p_style_p_group,avg_review_appearance_p_style_p_group,avg_review_palate_p_style_p_group,avg_review_taste_p_style_p_group,total_reviews_per_style_by_cluster,total_reviews_by_cluster,avg_review_overall_p_beer_p_style_p_group,avg_review_aroma_p_beer_p_style_p_group,avg_review_appearance_p_beer_p_style_p_group,avg_review_palate_p_beer_p_style_p_group,avg_review_taste_p_beer_p_style_p_group,total_reviews_per_beer_per_style_by_cluster,full_total_styles,full_total_beers,review_overall_per_group_full,review_appearance_per_group_full,review_palate_per_group_full,review_taste_per_group_full,review_aroma_per_group_full,full_total_groups
172,Hybrid Beers,Weston Brewing Company & O'Malley's Pub,Cream Ale,Omalley's Irish Cream Ale,5.5,12.0,3.93,3.41,3.81,3.72,3.65,27.0,2916.0,1.0,2.0,2.0,1.5,1.0,1.0,15775,22,3.9084362139917697,3.7829218106995883,3.690500685871056,3.8144718792866943,3.672668038408779,2916.0
173,India Pale Ales,BrewDog,American IPA,Punk IPA (5.6%),5.6,12.0,3.83,4.04,3.94,3.83,4.0,129.0,2916.0,3.5,3.0,3.0,3.5,3.5,1.0,210717,27,3.9084362139917697,3.7829218106995883,3.690500685871056,3.8144718792866943,3.672668038408779,2916.0
174,Pale Ales,Grand Lake Brewing Company,American Pale Ale (APA),Hoppy's One Ton Pale Ale,5.8,12.0,3.62,3.49,3.76,3.57,3.7,185.0,2916.0,4.0,4.0,4.0,3.75,4.25,2.0,208731,14,3.9084362139917697,3.7829218106995883,3.690500685871056,3.8144718792866943,3.672668038408779,2916.0
175,Pilseners and Pale Lagers,Lion Breweries,Euro Pale Lager,Lion Red Beer,4.0,12.0,3.31,2.76,3.06,2.99,2.99,425.0,2916.0,3.0,2.0,2.0,2.0,2.5,1.0,116531,14,3.9084362139917697,3.7829218106995883,3.690500685871056,3.8144718792866943,3.672668038408779,2916.0
176,Porters,Hook & Ladder Brewing Company (No. 2),Black & Tan,Hook & Ladder Ember Amber,5.2,12.0,3.46,3.75,3.86,3.55,3.61,38.0,2916.0,5.0,3.5,4.0,4.5,4.0,1.0,67373,25,3.9084362139917697,3.7829218106995883,3.690500685871056,3.8144718792866943,3.672668038408779,2916.0
177,Specialty Beers,Brouwerij De Graal,Herbed / Spiced Beer,De Graal Gember,8.0,12.0,3.4,3.6,3.5,3.34,3.4,186.0,2916.0,4.5,5.0,4.5,4.0,4.5,1.0,83381,16,3.9084362139917697,3.7829218106995883,3.690500685871056,3.8144718792866943,3.672668038408779,2916.0
178,Stouts,Guinness Nigeria PLC,Foreign / Export Stout,Guinness Foreign Extra Stout (Africa),7.5,12.0,3.6,3.82,4.13,3.72,3.78,129.0,2916.0,2.0,4.0,4.0,2.0,3.0,1.0,166797,24,3.9084362139917697,3.7829218106995883,3.690500685871056,3.8144718792866943,3.672668038408779,2916.0
179,Strong Ales,Arbor Brewing Company,Tripel,Arbor Brewing Phat Abbot Belgian Triple,10.0,12.0,3.48,3.89,4.01,3.78,3.69,93.0,2916.0,2.5,2.5,3.5,3.0,2.5,1.0,207116,37,3.9084362139917697,3.7829218106995883,3.690500685871056,3.8144718792866943,3.672668038408779,2916.0
180,Wheat Beers,Joseph James Brewing Inc.,Witbier,Alpine Wit,5.1,12.0,4.3,3.92,3.97,3.95,4.14,1499.0,2916.0,3.5,3.5,4.0,4.0,4.0,1.0,86224,15,3.9084362139917697,3.7829218106995883,3.690500685871056,3.8144718792866943,3.672668038408779,2916.0
181,Wild/Sour Beers,New Belgium Brewing,American Wild Ale,Twisted Spoke 15th Anniversary,7.0,12.0,4.12,4.24,4.0,4.17,4.4,21.0,2916.0,4.5,4.5,4.0,4.0,4.5,1.0,32378,36,3.9084362139917697,3.7829218106995883,3.690500685871056,3.8144718792866943,3.672668038408779,2916.0
182,Bocks,Rinkuškiai Alaus Darykloje,Doppelbock,Missing Elf,9.5,13.0,3.39,3.56,3.81,3.67,3.54,27.0,2944.0,2.0,2.0,3.0,2.5,2.0,1.0,50610,23,4.010529891304348,4.105978260869565,3.9150815217391304,4.034646739130435,3.9240828804347827,2944.0
183,Brown Ales,Great Lakes Brewing Company,English Brown Ale,Great Lakes Cleveland Brown Ale,6.8,13.0,3.31,3.36,3.83,3.31,3.31,29.0,2944.0,3.5,3.5,3.5,4.0,2.5,1.0,48899,16,4.010529891304348,4.105978260869565,3.9150815217391304,4.034646739130435,3.9240828804347827,2944.0
184,Dark Ales,Angel City Brewing,Dubbel,Angel City Abbey,8.0,13.0,3.52,3.55,3.9,3.62,3.67,53.0,2944.0,3.5,1.0,4.0,3.0,3.5,1.0,60821,22,4.010529891304348,4.105978260869565,3.9150815217391304,4.034646739130435,3.9240828804347827,2944.0
185,Dark Lagers,Kaiser Bräu GmbH & Co KG,Munich Dunkel Lager,Veldensteiner Landbier,5.4,13.0,3.16,3.22,3.5,3.07,3.13,61.0,2944.0,4.5,3.5,4.5,3.0,3.5,1.0,60925,27,4.010529891304348,4.105978260869565,3.9150815217391304,4.034646739130435,3.9240828804347827,2944.0
186,Hybrid Beers,Valkyrie Brewing,Braggot,Mjød,7.82,13.0,3.98,3.65,3.8,3.68,3.97,30.0,2944.0,3.5,2.0,3.5,4.5,4.0,1.0,15775,19,4.010529891304348,4.105978260869565,3.9150815217391304,4.034646739130435,3.9240828804347827,2944.0
187,India Pale Ales,Florida Beer Company,American Double / Imperial IPA,Swamp Ape IPA,10.0,13.0,1.46,2.67,3.62,2.67,1.71,12.0,2944.0,1.0,1.5,3.0,2.5,1.0,1.0,210717,52,4.010529891304348,4.105978260869565,3.9150815217391304,4.034646739130435,3.9240828804347827,2944.0
188,Pale Ales,MillKing It Productions,American Pale Ale (APA),AXL Pale Ale,5.8,13.0,3.71,3.49,3.77,3.58,3.64,214.0,2944.0,1.5,3.0,2.0,3.0,1.5,1.0,208731,14,4.010529891304348,4.105978260869565,3.9150815217391304,4.034646739130435,3.9240828804347827,2944.0
189,Pilseners and Pale Lagers,Gubernija Brewery,Czech Pilsener,Ekstra Castle Ale,3.9,13.0,2.99,2.58,2.95,2.81,2.81,203.0,2944.0,1.5,2.0,2.0,3.0,1.5,1.0,116531,21,4.010529891304348,4.105978260869565,3.9150815217391304,4.034646739130435,3.9240828804347827,2944.0
190,Porters,Yazoo Brewing Company,American Porter,Sly Rye Porter,5.7,13.0,2.97,3.17,3.53,3.12,2.95,29.0,2944.0,3.5,3.0,4.0,3.0,3.0,1.0,67373,48,4.010529891304348,4.105978260869565,3.9150815217391304,4.034646739130435,3.9240828804347827,2944.0
191,Specialty Beers,BFM Brasserie Des Franches-Montagnes,Herbed / Spiced Beer,La Dragonne,7.5,13.0,3.15,3.39,3.39,3.16,3.18,93.0,2944.0,3.0,3.5,2.0,3.0,2.0,1.0,83381,15,4.010529891304348,4.105978260869565,3.9150815217391304,4.034646739130435,3.9240828804347827,2944.0
192,Stouts,Big Sky Brewing Company,American Double / Imperial Stout,Bottleworks XI Anniversary Ale,11.0,13.0,4.32,4.22,4.37,4.2,4.37,2063.0,2944.0,3.75,3.75,4.25,3.25,4.0,2.0,166797,22,4.010529891304348,4.105978260869565,3.9150815217391304,4.034646739130435,3.9240828804347827,2944.0
193,Strong Ales,Southern Tier Brewing Company,American Strong Ale,Cuvee Series Three (Oak Aged Series),11.0,13.0,1.83,2.96,3.44,2.81,2.19,24.0,2944.0,1.5,4.0,4.0,2.0,2.0,1.0,207116,60,4.010529891304348,4.105978260869565,3.9150815217391304,4.034646739130435,3.9240828804347827,2944.0
194,Wheat Beers,Joseph James Brewing Inc.,Witbier,Alpine Wit,5.1,13.0,3.19,3.27,3.28,2.98,3.05,66.0,2944.0,2.5,1.5,2.0,2.0,2.0,1.0,86224,15,4.010529891304348,4.105978260869565,3.9150815217391304,4.034646739130435,3.9240828804347827,2944.0
195,Wild/Sour Beers,The Bruery,American Wild Ale,The Wanderer,8.0,13.0,4.11,4.15,4.18,4.12,4.26,40.0,2944.0,4.5,4.5,4.0,4.0,4.5,1.0,32378,53,4.010529891304348,4.105978260869565,3.9150815217391304,4.034646739130435,3.9240828804347827,2944.0
196,Bocks,Klosterbrauerei Weissenohe / Klosterbrauerei Weißenohe Wirtshaus,Doppelbock,Bonator,8.2,14.0,3.96,3.83,3.98,3.9,3.97,99.0,4860.0,3.5,3.5,3.0,4.0,3.5,1.0,50610,27,3.960905349794239,3.973045267489712,3.8686213991769547,3.983641975308642,3.8804526748971195,4860.0
197,Brown Ales,Utah Brewers Cooperative,American Brown Ale,Squatters Bobsled Brown Ale,4.0,14.0,3.82,3.62,3.87,3.7,3.84,80.0,4860.0,2.0,2.5,3.5,2.5,2.5,1.0,48899,15,3.960905349794239,3.973045267489712,3.8686213991769547,3.983641975308642,3.8804526748971195,4860.0
198,Dark Ales,Angel City Brewing,Dubbel,Angel City Abbey,8.0,14.0,3.77,3.84,4.0,3.8,3.81,137.0,4860.0,5.0,4.0,4.0,4.5,4.5,1.0,60821,22,3.960905349794239,3.973045267489712,3.8686213991769547,3.983641975308642,3.8804526748971195,4860.0
199,Dark Lagers,Climax Brewing Company,Märzen / Oktoberfest,Hoffmann Oktoberfest,6.2,14.0,3.79,3.48,3.72,3.58,3.74,98.0,4860.0,2.0,1.5,3.5,3.0,2.0,1.0,60925,23,3.960905349794239,3.973045267489712,3.8686213991769547,3.983641975308642,3.8804526748971195,4860.0
200,Hybrid Beers,Bluegrass Brewing Co. - East St. Matthew's,Braggot,Luna De Miel: Raspberry Meade,7.82,14.0,3.88,3.5,3.8,3.63,3.63,30.0,4860.0,3.0,3.5,4.0,3.0,3.0,1.0,15775,22,3.960905349794239,3.973045267489712,3.8686213991769547,3.983641975308642,3.8804526748971195,4860.0
201,India Pale Ales,Joseph James Brewing Inc.,American Double / Imperial IPA,Hop Box,9.3,14.0,4.14,4.12,4.1,4.04,4.18,1766.0,4860.0,4.5,4.0,3.5,4.0,4.0,1.0,210717,27,3.960905349794239,3.973045267489712,3.8686213991769547,3.983641975308642,3.8804526748971195,4860.0
202,Pale Ales,Molson Coors Canada,American Pale Ale (APA),Molson Stock Ale,5.0,14.0,3.81,3.61,3.8,3.63,3.69,545.0,4860.0,1.5,1.5,2.5,1.0,1.5,1.0,208731,13,3.960905349794239,3.973045267489712,3.8686213991769547,3.983641975308642,3.8804526748971195,4860.0
203,Pilseners and Pale Lagers,Minhas Craft Brewery,American Malt Liquor,Axe Head Malt Liquor,11.0,14.0,3.24,2.59,2.92,2.87,2.87,240.0,4860.0,1.5,2.0,3.0,2.0,1.0,1.0,116531,14,3.960905349794239,3.973045267489712,3.8686213991769547,3.983641975308642,3.8804526748971195,4860.0
204,Porters,Brooklyn Brewery,American Porter,Brooklyn Smoked Porter,8.0,14.0,3.73,3.67,4.0,3.73,3.82,123.0,4860.0,2.5,3.5,3.0,2.5,3.0,1.0,67373,26,3.960905349794239,3.973045267489712,3.8686213991769547,3.983641975308642,3.8804526748971195,4860.0
205,Specialty Beers,Brewer's Alley Restaurant & Brewery,Rye Beer,Brewer's Alley 1634 Ale,5.8,14.0,3.11,3.39,3.56,3.24,3.15,114.0,4860.0,4.0,2.0,4.0,3.5,4.0,1.0,83381,18,3.960905349794239,3.973045267489712,3.8686213991769547,3.983641975308642,3.8804526748971195,4860.0
206,Stouts,North Coast Brewing Co.,Russian Imperial Stout,Old Rasputin X Anniversary Barrel Aged Stout,11.7,14.0,2.63,3.6,3.94,3.24,3.14,42.0,4860.0,3.0,4.5,4.0,3.0,3.5,1.0,166797,41,3.960905349794239,3.973045267489712,3.8686213991769547,3.983641975308642,3.8804526748971195,4860.0
207,Strong Ales,Brouwerij Martens NV,Belgian Strong Pale Ale,Larine Grand 95,9.5,14.0,4.12,4.06,4.13,4.07,4.23,1378.0,4860.0,4.25,3.75,3.5,3.25,3.75,2.0,207116,23,3.960905349794239,3.973045267489712,3.8686213991769547,3.983641975308642,3.8804526748971195,4860.0
208,Wheat Beers,Upright Brewing Company,Witbier,Pure Wit,4.5,14.0,3.69,3.57,3.76,3.51,3.6,135.0,4860.0,4.0,2.5,4.0,4.0,3.5,1.0,86224,15,3.960905349794239,3.973045267489712,3.8686213991769547,3.983641975308642,3.8804526748971195,4860.0
209,Wild/Sour Beers,Tröegs Brewing Company,American Wild Ale,Splinter Gold,12.0,14.0,3.92,4.06,4.17,3.95,4.03,73.0,4860.0,4.5,4.0,4.5,4.0,5.0,1.0,32378,51,3.960905349794239,3.973045267489712,3.8686213991769547,3.983641975308642,3.8804526748971195,4860.0
210,Bocks,Brauerei Forst AG,Doppelbock,Sixtus,6.5,15.0,3.84,3.9,3.94,3.84,3.94,258.0,17918.0,3.5,2.5,3.5,3.5,3.5,1.0,50610,18,3.9992465676972877,4.031783681214422,3.939809130483313,4.041773635450385,4.004018305614466,17918.0
211,Brown Ales,(512) Brewing Company,American Brown Ale,(512) Bruin,7.6,15.0,3.89,3.83,3.91,3.7,3.9,326.0,17918.0,4.0,4.0,3.0,3.0,4.0,1.0,48899,16,3.9992465676972877,4.031783681214422,3.939809130483313,4.041773635450385,4.004018305614466,17918.0
212,Dark Ales,Alley Kat Brewing Company,American Black Ale,Cascadian Dark Ale,7.6,15.0,3.85,3.85,3.96,3.8,3.87,547.0,17918.0,3.5,3.0,4.5,3.0,3.5,1.0,60821,20,3.9992465676972877,4.031783681214422,3.939809130483313,4.041773635450385,4.004018305614466,17918.0
213,Dark Lagers,Blue Hills Brewery,Märzen / Oktoberfest,Okto Braü,5.8,15.0,3.69,3.46,3.78,3.59,3.62,180.0,17918.0,4.5,4.0,4.0,4.5,4.5,1.0,60925,16,3.9992465676972877,4.031783681214422,3.939809130483313,4.041773635450385,4.004018305614466,17918.0
214,Hybrid Beers,Microbrasserie Charlevoix,Bière de Champagne / Bière Brut,Dominus Vobiscum Brut,11.0,15.0,3.8,3.65,3.94,3.72,3.74,159.0,17918.0,4.25,4.5,4.5,4.25,4.5,2.0,15775,19,3.9992465676972877,4.031783681214422,3.939809130483313,4.041773635450385,4.004018305614466,17918.0
215,India Pale Ales,Beer Valley Brewing Co.,American Double / Imperial IPA,Leafer Madness (Hop Harvest Edition),9.0,15.0,4.09,4.12,4.07,4.01,4.12,3710.0,17918.0,3.0,3.5,3.5,4.0,4.5,1.0,210717,27,3.9992465676972877,4.031783681214422,3.939809130483313,4.041773635450385,4.004018305614466,17918.0
216,Pale Ales,Cigar City Brewing,Saison / Farmhouse Ale,Sea Bass - Red Wine Barrel Aged,8.5,15.0,3.97,3.83,3.93,3.8,3.87,1811.0,17918.0,4.5,4.5,3.5,4.0,4.5,1.0,208731,13,3.9992465676972877,4.031783681214422,3.939809130483313,4.041773635450385,4.004018305614466,17918.0
217,Pilseners and Pale Lagers,Miller Brewing Co.,Light Lager,Miller Lite Ice,5.5,15.0,3.36,2.99,3.24,3.19,3.13,318.0,17918.0,2.5,1.5,2.5,3.0,2.0,1.0,116531,14,3.9992465676972877,4.031783681214422,3.939809130483313,4.041773635450385,4.004018305614466,17918.0
218,Porters,Southern Star Brewing Company,American Porter,Pro-AM 2010 (Smoked Porter),5.8,15.0,3.97,3.97,4.02,3.87,4.02,679.0,17918.0,4.5,4.0,4.0,4.0,4.5,1.0,67373,22,3.9992465676972877,4.031783681214422,3.939809130483313,4.041773635450385,4.004018305614466,17918.0
219,Specialty Beers,Cambridge Brewing Company,Rye Beer,EZ Ryeder,6.0,15.0,3.72,3.82,3.84,3.69,3.77,979.0,17918.0,5.0,5.0,4.5,4.5,4.5,1.0,83381,15,3.9992465676972877,4.031783681214422,3.939809130483313,4.041773635450385,4.004018305614466,17918.0
220,Stouts,Evolution Craft Brewing Company,American Stout,Morning Wood,8.5,15.0,4.08,4.13,4.21,4.07,4.18,3456.0,17918.0,4.0,4.0,4.5,4.0,4.5,1.0,166797,14,3.9992465676972877,4.031783681214422,3.939809130483313,4.041773635450385,4.004018305614466,17918.0
221,Strong Ales,Tommyknocker Brewery,American Strong Ale,Legend,10.0,15.0,3.97,4.03,4.05,3.98,4.08,3396.0,17918.0,4.0,4.0,4.0,3.0,4.5,1.0,207116,16,3.9992465676972877,4.031783681214422,3.939809130483313,4.041773635450385,4.004018305614466,17918.0
222,Wheat Beers,Berliner-Schultheiss-Brauerei GmbH,Berliner Weissbier,Schultheiss Berliner Weisse,3.3,15.0,3.83,3.68,3.74,3.69,3.71,422.0,17918.0,4.0,4.0,3.0,4.0,3.5,1.0,86224,15,3.9992465676972877,4.031783681214422,3.939809130483313,4.041773635450385,4.004018305614466,17918.0
223,Wild/Sour Beers,Avery Brewing Company,American Wild Ale,Quinquepartite,9.91,15.0,4.21,4.21,4.1,4.11,4.29,1677.0,17918.0,4.0,5.0,4.5,3.5,4.0,1.0,32378,34,3.9992465676972877,4.031783681214422,3.939809130483313,4.041773635450385,4.004018305614466,17918.0
224,Bocks,Fordham Brewing Company,Doppelbock,Fordham Doppelbock,8.0,16.0,3.71,3.78,3.9,3.86,3.87,46.0,2409.0,2.5,3.5,4.0,4.0,3.0,1.0,50610,22,3.9420921544209215,3.9711498547114985,3.7853881278538815,3.929016189290162,3.8005396430053966,2409.0
225,Brown Ales,Beacon Hotel (Sarah Hughes Brewery),English Dark Mild Ale,Original Sarah Hughes Dark Ruby Mild,6.0,16.0,3.64,3.7,3.86,3.58,3.81,50.0,2409.0,4.5,4.5,5.0,4.0,5.0,1.0,48899,22,3.9420921544209215,3.9711498547114985,3.7853881278538815,3.929016189290162,3.8005396430053966,2409.0
226,Dark Ales,Antares,Scottish Ale,Scotch,6.0,16.0,3.72,3.76,3.9,3.63,3.79,77.0,2409.0,2.0,3.5,3.0,2.5,2.5,1.0,60821,19,3.9420921544209215,3.9711498547114985,3.7853881278538815,3.929016189290162,3.8005396430053966,2409.0
227,Dark Lagers,"Manchester Brewing, LLC",Märzen / Oktoberfest,The Devil's Rooster,6.0,16.0,3.68,3.35,3.59,3.45,3.65,55.0,2409.0,3.5,3.5,3.5,3.5,4.0,1.0,60925,16,3.9420921544209215,3.9711498547114985,3.7853881278538815,3.929016189290162,3.8005396430053966,2409.0
228,Hybrid Beers,Brasserie La Choulette,Bière de Garde,La Choulette Ambrée,8.0,16.0,4.0,3.6,3.77,3.77,3.83,15.0,2409.0,4.5,4.5,4.5,4.0,4.0,1.0,15775,65,3.9420921544209215,3.9711498547114985,3.7853881278538815,3.929016189290162,3.8005396430053966,2409.0
229,India Pale Ales,Driftwood Brewery,American IPA,Fat Tug IPA,7.0,16.0,3.8,3.84,3.97,3.81,3.92,93.0,2409.0,4.0,4.0,4.0,3.5,4.0,1.0,210717,32,3.9420921544209215,3.9711498547114985,3.7853881278538815,3.929016189290162,3.8005396430053966,2409.0
230,Pale Ales,Orkney Brewery,English Pale Ale,Orkney Raven Ale,3.8,16.0,3.77,3.56,3.8,3.59,3.66,203.0,2409.0,4.0,3.0,4.0,3.5,3.5,1.0,208731,14,3.9420921544209215,3.9711498547114985,3.7853881278538815,3.929016189290162,3.8005396430053966,2409.0
231,Pilseners and Pale Lagers,Ringnes Bryggeri (Carlsberg),German Pilsener,Ringnes Pilsener,4.5,16.0,3.4,2.81,3.12,2.99,3.11,186.0,2409.0,4.0,3.0,4.0,2.5,4.0,1.0,116531,15,3.9420921544209215,3.9711498547114985,3.7853881278538815,3.929016189290162,3.8005396430053966,2409.0
232,Porters,Box Steam Brewery,English Porter,Funnel Blower,4.5,16.0,4.28,4.05,4.18,4.04,4.24,980.0,2409.0,4.0,4.5,4.5,4.0,4.0,1.0,67373,22,3.9420921544209215,3.9711498547114985,3.7853881278538815,3.929016189290162,3.8005396430053966,2409.0
233,Specialty Beers,Sonoran Brewing Company,Fruit / Vegetable Beer,Sonoran Cordillera Blanca,4.7,16.0,3.11,3.43,3.47,3.17,3.18,101.0,2409.0,2.0,3.0,2.0,4.0,4.0,1.0,83381,16,3.9420921544209215,3.9711498547114985,3.7853881278538815,3.929016189290162,3.8005396430053966,2409.0
234,Stouts,Nøgne Ø - Det Kompromissløse Bryggeri A/S,Oatmeal Stout,Havre Stout,4.5,16.0,3.95,3.98,4.22,3.92,4.04,409.0,2409.0,5.0,4.0,5.0,4.5,3.5,1.0,166797,22,3.9420921544209215,3.9711498547114985,3.7853881278538815,3.929016189290162,3.8005396430053966,2409.0
235,Strong Ales,Brugge Brasserie,Tripel,Tripel De Ripple,9.85,16.0,3.63,3.78,3.95,3.84,3.8,86.0,2409.0,5.0,4.0,4.5,5.0,4.5,1.0,207116,42,3.9420921544209215,3.9711498547114985,3.7853881278538815,3.929016189290162,3.8005396430053966,2409.0
236,Wheat Beers,Mammoth Brewing Company,Hefeweizen,Floating Rock Hefeweizen,4.2,16.0,3.64,3.57,3.67,3.52,3.57,84.0,2409.0,1.5,3.0,3.0,2.0,2.0,1.0,86224,18,3.9420921544209215,3.9711498547114985,3.7853881278538815,3.929016189290162,3.8005396430053966,2409.0
237,Wild/Sour Beers,Cascade Brewing / Raccoon Lodge & Brewpub,American Wild Ale,Cascade Bourbonic Plague,11.5,16.0,4.06,4.06,4.02,3.88,4.23,24.0,2409.0,4.5,4.5,4.5,4.0,4.5,1.0,32378,97,3.9420921544209215,3.9711498547114985,3.7853881278538815,3.929016189290162,3.8005396430053966,2409.0
238,Bocks,Rahr & Sons Brewing Company,Maibock / Helles Bock,Bucking Bock,7.5,17.0,3.7,3.54,3.8,3.41,3.67,23.0,1728.0,4.5,4.0,4.0,4.0,4.5,1.0,50610,63,3.8211805555555554,3.722800925925926,3.5711805555555554,3.7239583333333335,3.541087962962963,1728.0
239,Brown Ales,Hops Grillhouse & Brewery,English Brown Ale,Hops Alligator Ale,5.4,17.0,3.39,3.43,3.43,3.54,3.71,14.0,1728.0,4.0,2.5,4.5,4.0,4.5,1.0,48899,23,3.8211805555555554,3.722800925925926,3.5711805555555554,3.7239583333333335,3.541087962962963,1728.0
240,Dark Ales,Christian Moerlein Brewing Company,Winter Warmer,Christian Moerlein Christkindl Winter Warmer,6.95,17.0,3.07,3.38,3.86,3.24,3.31,21.0,1728.0,4.0,4.0,4.5,4.0,4.0,1.0,60821,43,3.8211805555555554,3.722800925925926,3.5711805555555554,3.7239583333333335,3.541087962962963,1728.0
241,Dark Lagers,Bohemian Brewery,Vienna Lager,Viennese Lager,4.0,17.0,4.24,3.77,3.99,3.84,4.08,897.0,1728.0,4.0,4.0,4.5,3.5,4.0,1.0,60925,16,3.8211805555555554,3.722800925925926,3.5711805555555554,3.7239583333333335,3.541087962962963,1728.0
242,Hybrid Beers,Brasserie Castelain,Bière de Garde,Ch'ti Blonde,6.4,17.0,3.94,3.81,3.94,3.56,4.0,8.0,1728.0,3.5,3.0,4.0,3.5,3.5,1.0,15775,33,3.8211805555555554,3.722800925925926,3.5711805555555554,3.7239583333333335,3.541087962962963,1728.0
243,India Pale Ales,Humperdinks Restaurant and Sports Bar,American IPA,Big Red IPA,7.2,17.0,3.82,4.02,3.98,3.83,3.9,83.0,1728.0,3.0,2.5,4.0,2.5,3.0,1.0,210717,32,3.8211805555555554,3.722800925925926,3.5711805555555554,3.7239583333333335,3.541087962962963,1728.0
244,Pale Ales,Brouwerij 't IJ,Belgian Pale Ale,Plzen,5.0,17.0,3.42,3.45,3.64,3.57,3.48,76.0,1728.0,2.5,3.0,3.5,3.0,3.0,1.0,208731,21,3.8211805555555554,3.722800925925926,3.5711805555555554,3.7239583333333335,3.541087962962963,1728.0
245,Pilseners and Pale Lagers,Florida Beer Company,Light Lager,Ybor Gold Light,5.1,17.0,3.08,2.61,2.82,2.79,2.79,302.0,1728.0,3.0,2.5,3.5,2.5,2.5,1.0,116531,15,3.8211805555555554,3.722800925925926,3.5711805555555554,3.7239583333333335,3.541087962962963,1728.0
246,Porters,"Lion Brewery, Inc.",American Porter,Pocono Caramel Porter,5.4,17.0,3.63,3.71,3.99,3.59,3.66,35.0,1728.0,3.5,4.0,4.5,4.0,4.0,1.0,67373,25,3.8211805555555554,3.722800925925926,3.5711805555555554,3.7239583333333335,3.541087962962963,1728.0
247,Specialty Beers,Ellicottville Brewing Co.,Fruit / Vegetable Beer,Blueberry Wheat Beer,4.2,17.0,3.36,3.58,3.42,3.28,3.42,78.0,1728.0,4.0,3.0,3.0,3.0,3.5,1.0,83381,27,3.8211805555555554,3.722800925925926,3.5711805555555554,3.7239583333333335,3.541087962962963,1728.0
248,Stouts,BFM Brasserie Des Franches-Montagnes,American Double / Imperial Stout,Jurassian Imperial Stout (Cuvée Alex Le Rouge),10.28,17.0,3.58,3.79,4.14,3.61,3.79,63.0,1728.0,3.0,3.0,4.0,2.5,3.0,1.0,166797,90,3.8211805555555554,3.722800925925926,3.5711805555555554,3.7239583333333335,3.541087962962963,1728.0
249,Strong Ales,Issaquah Brewhouse,Tripel,Ménage À Frog,9.0,17.0,3.5,3.81,3.94,3.72,3.81,56.0,1728.0,2.0,3.5,3.0,3.0,3.0,1.0,207116,36,3.8211805555555554,3.722800925925926,3.5711805555555554,3.7239583333333335,3.541087962962963,1728.0
250,Wheat Beers,Frankenmuth Brewery,Hefeweizen,Frankenmuth Hefeweizen,5.2,17.0,3.52,3.51,3.55,3.43,3.5,67.0,1728.0,4.5,4.0,4.5,4.0,4.5,1.0,86224,15,3.8211805555555554,3.722800925925926,3.5711805555555554,3.7239583333333335,3.541087962962963,1728.0
251,Wild/Sour Beers,The Lost Abbey,American Wild Ale,Cuvee De Tomme,11.0,17.0,4.4,4.3,4.2,4.1,4.1,5.0,1728.0,4.0,5.0,4.0,4.5,4.0,1.0,32378,322,3.8211805555555554,3.722800925925926,3.5711805555555554,3.7239583333333335,3.541087962962963,1728.0
252,Bocks,Surly Brewing Company,Doppelbock,One,9.0,18.0,4.09,3.87,3.97,3.94,4.09,1091.0,15747.0,4.5,4.5,4.0,4.0,4.5,1.0,50610,15,3.8819140153680065,3.8580682034673273,3.7753222836095763,3.865561694290976,3.7481107512542073,15747.0
253,Brown Ales,Founders Brewing Company,American Brown Ale,Founders American Black Ale,5.0,18.0,3.78,3.67,3.89,3.61,3.8,218.0,15747.0,4.0,3.5,3.5,3.0,3.5,1.0,48899,14,3.8819140153680065,3.8580682034673273,3.7753222836095763,3.865561694290976,3.7481107512542073,15747.0
254,Dark Ales,Thurn Und Taxis Regensburg Gmbh Fürstliche Brauerei,Roggenbier,Thurn Und Taxis Roggen,5.3,18.0,3.88,3.79,3.94,3.82,3.9,786.0,15747.0,3.5,4.0,4.0,3.5,3.5,1.0,60821,20,3.8819140153680065,3.8580682034673273,3.7753222836095763,3.865561694290976,3.7481107512542073,15747.0
255,Dark Lagers,Krombacher Brauerei,Schwarzbier,Krombacher Dark,4.3,18.0,3.73,3.43,3.72,3.55,3.64,462.0,15747.0,4.0,3.5,3.5,3.0,3.0,1.0,60925,16,3.8819140153680065,3.8580682034673273,3.7753222836095763,3.865561694290976,3.7481107512542073,15747.0
256,Hybrid Beers,Valkyrie Brewing,Braggot,Honey Moon,10.0,18.0,3.81,3.39,3.77,3.55,3.72,116.0,15747.0,4.0,2.5,3.0,3.0,4.0,1.0,15775,23,3.8819140153680065,3.8580682034673273,3.7753222836095763,3.865561694290976,3.7481107512542073,15747.0
257,India Pale Ales,Bristol Brewing Company,American IPA,Edge City IPA,5.3,18.0,4.03,4.01,4.0,3.95,4.08,2656.0,15747.0,4.0,4.0,4.0,4.0,4.0,1.0,210717,27,3.8819140153680065,3.8580682034673273,3.7753222836095763,3.865561694290976,3.7481107512542073,15747.0
258,Pale Ales,Brasseurs R.J.,Belgian Pale Ale,No.926,5.0,18.0,3.9,3.65,3.83,3.71,3.78,2080.0,15747.0,3.0,3.0,2.5,3.0,3.0,1.0,208731,13,3.8819140153680065,3.8580682034673273,3.7753222836095763,3.865561694290976,3.7481107512542073,15747.0
